name	components	components_genesymbols	stoichiometry	sources	references	identifiers
Nucleosome	P06899_P0DPK2_P62805_Q16777	H2AC20_H2BC11_H3Y1_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	P06899_P0DPK2_P62805_Q6FI13	H2AC18_H2BC11_H3Y1_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	P06899_P0DPK2_P62805_Q71UI9	H2AZ2_H2BC11_H3Y1_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	P06899_P0DPK2_P62805_Q7L7L0	H2AC25_H2BC11_H3Y1_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	P06899_P0DPK2_P62805_Q8IUE6	H2AC21_H2BC11_H3Y1_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	P06899_P0DPK2_P62805_Q93077	H2AC6_H2BC11_H3Y1_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	P06899_P0DPK2_P62805_Q96KK5	H2AC12_H2BC11_H3Y1_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	P06899_P0DPK2_P62805_Q96QV6	H2AC1_H2BC11_H3Y1_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	P06899_P0DPK2_P62805_Q99878	H2AC14_H2BC11_H3Y1_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	P06899_P0DPK2_P62805_Q9BTM1	H2AJ_H2BC11_H3Y1_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	P04908_P06899_P0DPK5_P62805	H2AC4_H2BC11_H3Y2_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	P06899_P0C0S5_P0DPK5_P62805	H2AZ1_H2BC11_H3Y2_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	P06899_P0C0S8_P0DPK5_P62805	H2AC15_H2BC11_H3Y2_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	P06899_P0C5Y9_P0DPK5_P62805	H2AB1_H2BC11_H3Y2_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	P06899_P0C5Z0_P0DPK5_P62805	H2AB3_H2BC11_H3Y2_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	P06899_P0DPK5_P16104_P62805	H2AX_H2BC11_H3Y2_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	P06899_P0DPK5_P20671_P62805	H2AC7_H2BC11_H3Y2_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	P06899_P0DPK5_P62805_Q16777	H2AC20_H2BC11_H3Y2_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	P06899_P0DPK5_P62805_Q6FI13	H2AC18_H2BC11_H3Y2_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	P06899_P0DPK5_P62805_Q71UI9	H2AZ2_H2BC11_H3Y2_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	P06899_P0DPK5_P62805_Q7L7L0	H2AC25_H2BC11_H3Y2_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	P06899_P0DPK5_P62805_Q8IUE6	H2AC21_H2BC11_H3Y2_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	P06899_P0DPK5_P62805_Q93077	H2AC6_H2BC11_H3Y2_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	P06899_P0DPK5_P62805_Q96KK5	H2AC12_H2BC11_H3Y2_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	P06899_P0DPK5_P62805_Q96QV6	H2AC1_H2BC11_H3Y2_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	P06899_P0DPK5_P62805_Q99878	H2AC14_H2BC11_H3Y2_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	P06899_P0DPK5_P62805_Q9BTM1	H2AJ_H2BC11_H3Y2_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	P06899_P0C0S8_P62805_P68431	H2AC15_H2BC11_H3C11_H4C4	2:2:2:2	PDB;SIGNOR;ComplexPortal	28104852;15951514;14755292;38519511;21812398	SIGNOR:SIGNOR-C371;intact:EBI-59038922;PDB:8GUK;PDB:8guk
Nucleosome	P06899_P0C5Y9_P62805_P68431	H2AB1_H2BC11_H3C11_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	P06899_P0C5Z0_P62805_P68431	H2AB3_H2BC11_H3C11_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	P06899_P16104_P62805_P68431	H2AX_H2BC11_H3C11_H4C4	2:2:2:2	PDB;SIGNOR		SIGNOR:SIGNOR-C371;PDB:6k1j;PDB:6k1k;PDB:6k1i
Nucleosome	P06899_P20671_P62805_P68431	H2AC7_H2BC11_H3C11_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	P06899_P62805_P68431_Q16777	H2AC20_H2BC11_H3C11_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	P06899_P62805_P68431_Q6FI13	H2AC18_H2BC11_H3C11_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	P06899_P62805_P68431_Q7L7L0	H2AC25_H2BC11_H3C11_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	P06899_P62805_P68431_Q8IUE6	H2AC21_H2BC11_H3C11_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	P06899_P62805_P68431_Q93077	H2AC6_H2BC11_H3C11_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	P06899_P62805_P68431_Q96KK5	H2AC12_H2BC11_H3C11_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	P06899_P62805_P68431_Q96QV6	H2AC1_H2BC11_H3C11_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	P06899_P62805_P68431_Q99878	H2AC14_H2BC11_H3C11_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	P06899_P62805_P68431_Q9BTM1	H2AJ_H2BC11_H3C11_H4C4	2:2:2:2	PDB;SIGNOR		SIGNOR:SIGNOR-C371;PDB:6kvd
Nucleosome	P06899_P0C0S5_P62805_P84243	H2AZ1_H2BC11_H3-3A_H4C4	2:2:2:2	PDB;SIGNOR		SIGNOR:SIGNOR-C371;PDB:5b33
Nucleosome	P06899_P0C0S8_P62805_P84243	H2AC15_H2BC11_H3-3A_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	P06899_P0C5Y9_P62805_P84243	H2AB1_H2BC11_H3-3A_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	P06899_P0C5Z0_P62805_P84243	H2AB3_H2BC11_H3-3A_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	P06899_P16104_P62805_P84243	H2AX_H2BC11_H3-3A_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	P06899_P20671_P62805_P84243	H2AC7_H2BC11_H3-3A_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	P06899_P62805_P84243_Q16777	H2AC20_H2BC11_H3-3A_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	P06899_P62805_P84243_Q6FI13	H2AC18_H2BC11_H3-3A_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	P06899_P62805_P84243_Q71UI9	H2AZ2_H2BC11_H3-3A_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	P06899_P62805_P84243_Q7L7L0	H2AC25_H2BC11_H3-3A_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	P06899_P62805_P84243_Q8IUE6	H2AC21_H2BC11_H3-3A_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	P06899_P62805_P84243_Q93077	H2AC6_H2BC11_H3-3A_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	P06899_P62805_P84243_Q96KK5	H2AC12_H2BC11_H3-3A_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	P06899_P62805_P84243_Q96QV6	H2AC1_H2BC11_H3-3A_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	P06899_P62805_P84243_Q99878	H2AC14_H2BC11_H3-3A_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	P06899_P62805_P84243_Q9BTM1	H2AJ_H2BC11_H3-3A_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	P06899_P0C0S5_P62805_Q16695	H2AZ1_H2BC11_H3-4_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	P06899_P0C0S8_P62805_Q16695	H2AC15_H2BC11_H3-4_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	P06899_P0C5Y9_P62805_Q16695	H2AB1_H2BC11_H3-4_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	P06899_P0C5Z0_P62805_Q16695	H2AB3_H2BC11_H3-4_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	P06899_P16104_P62805_Q16695	H2AX_H2BC11_H3-4_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	P06899_P20671_P62805_Q16695	H2AC7_H2BC11_H3-4_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	P06899_P62805_Q16695_Q16777	H2AC20_H2BC11_H3-4_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	P06899_P62805_Q16695_Q6FI13	H2AC18_H2BC11_H3-4_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	P06899_P62805_Q16695_Q71UI9	H2AZ2_H2BC11_H3-4_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	P06899_P62805_Q16695_Q7L7L0	H2AC25_H2BC11_H3-4_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	P06899_P62805_Q16695_Q8IUE6	H2AC21_H2BC11_H3-4_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	P06899_P62805_Q16695_Q93077	H2AC6_H2BC11_H3-4_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	P06899_P62805_Q16695_Q96KK5	H2AC12_H2BC11_H3-4_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	P06899_P62805_Q16695_Q96QV6	H2AC1_H2BC11_H3-4_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	P06899_P62805_Q16695_Q99878	H2AC14_H2BC11_H3-4_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	P06899_P62805_Q16695_Q9BTM1	H2AJ_H2BC11_H3-4_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	P04908_P06899_P62805_Q5TEC6	H2AC4_H2BC11_H3-7_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	P06899_P0C0S5_P62805_Q5TEC6	H2AZ1_H2BC11_H3-7_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	P06899_P0C0S8_P62805_Q5TEC6	H2AC15_H2BC11_H3-7_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	P06899_P0C5Y9_P62805_Q5TEC6	H2AB1_H2BC11_H3-7_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	P06899_P0C5Z0_P62805_Q5TEC6	H2AB3_H2BC11_H3-7_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	P06899_P16104_P62805_Q5TEC6	H2AX_H2BC11_H3-7_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	P06899_P20671_P62805_Q5TEC6	H2AC7_H2BC11_H3-7_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	P06899_P62805_Q16777_Q5TEC6	H2AC20_H2BC11_H3-7_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	P06899_P62805_Q5TEC6_Q6FI13	H2AC18_H2BC11_H3-7_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	P06899_P62805_Q5TEC6_Q71UI9	H2AZ2_H2BC11_H3-7_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	P06899_P62805_Q5TEC6_Q7L7L0	H2AC25_H2BC11_H3-7_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	P06899_P62805_Q5TEC6_Q8IUE6	H2AC21_H2BC11_H3-7_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	P06899_P62805_Q5TEC6_Q93077	H2AC6_H2BC11_H3-7_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	P06899_P62805_Q5TEC6_Q96KK5	H2AC12_H2BC11_H3-7_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	P06899_P62805_Q5TEC6_Q96QV6	H2AC1_H2BC11_H3-7_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	P06899_P62805_Q5TEC6_Q99878	H2AC14_H2BC11_H3-7_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	P06899_P62805_Q5TEC6_Q9BTM1	H2AJ_H2BC11_H3-7_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	P04908_P06899_P62805_Q6NXT2	H2AC4_H2BC11_H3-5_H4C4	2:2:2:2	PDB;SIGNOR		SIGNOR:SIGNOR-C371;PDB:4z5t
Nucleosome	P06899_P0C0S5_P62805_Q6NXT2	H2AZ1_H2BC11_H3-5_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	P06899_P0C0S8_P62805_Q6NXT2	H2AC15_H2BC11_H3-5_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	P06899_P0C5Y9_P62805_Q6NXT2	H2AB1_H2BC11_H3-5_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	P06899_P0C5Z0_P62805_Q6NXT2	H2AB3_H2BC11_H3-5_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	P06899_P16104_P62805_Q6NXT2	H2AX_H2BC11_H3-5_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	P06899_P20671_P62805_Q6NXT2	H2AC7_H2BC11_H3-5_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	P06899_P62805_Q16777_Q6NXT2	H2AC20_H2BC11_H3-5_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	P06899_P62805_Q6FI13_Q6NXT2	H2AC18_H2BC11_H3-5_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	P06899_P62805_Q6NXT2_Q71UI9	H2AZ2_H2BC11_H3-5_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	P06899_P62805_Q6NXT2_Q7L7L0	H2AC25_H2BC11_H3-5_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	P06899_P62805_Q6NXT2_Q8IUE6	H2AC21_H2BC11_H3-5_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	P06899_P62805_Q6NXT2_Q93077	H2AC6_H2BC11_H3-5_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	P06899_P62805_Q6NXT2_Q96KK5	H2AC12_H2BC11_H3-5_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	P06899_P62805_Q6NXT2_Q96QV6	H2AC1_H2BC11_H3-5_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	P06899_P62805_Q6NXT2_Q99878	H2AC14_H2BC11_H3-5_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	P06899_P62805_Q6NXT2_Q9BTM1	H2AJ_H2BC11_H3-5_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	P04908_P06899_P62805_Q71DI3	H2AC4_H2BC11_H3C15_H4C4	2:2:2:2	PDB;SIGNOR;ComplexPortal	26694698;14755292	SIGNOR:SIGNOR-C371;intact:EBI-25472542;PDB:5b40;PDB:8jlb;PDB:5b0y;PDB:5b0z;PDB:3av1;PDB:8jld
Nucleosome	P06899_P0C0S5_P62805_Q71DI3	H2AZ1_H2BC11_H3C15_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	P06899_P0C0S8_P62805_Q71DI3	H2AC15_H2BC11_H3C15_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	P06899_P0C5Y9_P62805_Q71DI3	H2AB1_H2BC11_H3C15_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	P06899_P0C5Z0_P62805_Q71DI3	H2AB3_H2BC11_H3C15_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	P06899_P16104_P62805_Q71DI3	H2AX_H2BC11_H3C15_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	P06899_P20671_P62805_Q71DI3	H2AC7_H2BC11_H3C15_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	P06899_P62805_Q16777_Q71DI3	H2AC20_H2BC11_H3C15_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	P06899_P62805_Q6FI13_Q71DI3	H2AC18_H2BC11_H3C15_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	P06899_P62805_Q71DI3_Q71UI9	H2AZ2_H2BC11_H3C15_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	P06899_P62805_Q71DI3_Q7L7L0	H2AC25_H2BC11_H3C15_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	P06899_P62805_Q71DI3_Q8IUE6	H2AC21_H2BC11_H3C15_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	P06899_P62805_Q71DI3_Q93077	H2AC6_H2BC11_H3C15_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	P06899_P62805_Q71DI3_Q96KK5	H2AC12_H2BC11_H3C15_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	P06899_P62805_Q71DI3_Q96QV6	H2AC1_H2BC11_H3C15_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	P06899_P62805_Q71DI3_Q99878	H2AC14_H2BC11_H3C15_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	P06899_P62805_Q71DI3_Q9BTM1	H2AJ_H2BC11_H3C15_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	P04908_P0C1H6_P0DPK2_P62805	H2AC4_H2BW2_H3Y1_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	P0C0S5_P0C1H6_P0DPK2_P62805	H2AZ1_H2BW2_H3Y1_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	P0C0S8_P0C1H6_P0DPK2_P62805	H2AC15_H2BW2_H3Y1_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	P0C1H6_P0C5Y9_P0DPK2_P62805	H2AB1_H2BW2_H3Y1_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	P0C1H6_P0C5Z0_P0DPK2_P62805	H2AB3_H2BW2_H3Y1_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	P0C1H6_P0DPK2_P16104_P62805	H2AX_H2BW2_H3Y1_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	P0C1H6_P0DPK2_P20671_P62805	H2AC7_H2BW2_H3Y1_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	P0C1H6_P0DPK2_P62805_Q16777	H2AC20_H2BW2_H3Y1_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	P0C1H6_P0DPK2_P62805_Q6FI13	H2AC18_H2BW2_H3Y1_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	P0C1H6_P0DPK2_P62805_Q71UI9	H2AZ2_H2BW2_H3Y1_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	P0C1H6_P0DPK2_P62805_Q7L7L0	H2AC25_H2BW2_H3Y1_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	P0C1H6_P0DPK2_P62805_Q8IUE6	H2AC21_H2BW2_H3Y1_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	P0C1H6_P0DPK2_P62805_Q93077	H2AC6_H2BW2_H3Y1_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	P0C1H6_P0DPK2_P62805_Q96KK5	H2AC12_H2BW2_H3Y1_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	P0C1H6_P0DPK2_P62805_Q96QV6	H2AC1_H2BW2_H3Y1_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	P0C1H6_P0DPK2_P62805_Q99878	H2AC14_H2BW2_H3Y1_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	P0C1H6_P0DPK2_P62805_Q9BTM1	H2AJ_H2BW2_H3Y1_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	P04908_P0C1H6_P0DPK5_P62805	H2AC4_H2BW2_H3Y2_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	P0C0S5_P0C1H6_P0DPK5_P62805	H2AZ1_H2BW2_H3Y2_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	P0C0S8_P0C1H6_P0DPK5_P62805	H2AC15_H2BW2_H3Y2_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	P0C1H6_P0C5Y9_P0DPK5_P62805	H2AB1_H2BW2_H3Y2_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	P0C1H6_P0C5Z0_P0DPK5_P62805	H2AB3_H2BW2_H3Y2_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	P0C1H6_P0DPK5_P16104_P62805	H2AX_H2BW2_H3Y2_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	P0C1H6_P0DPK5_P20671_P62805	H2AC7_H2BW2_H3Y2_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	P0C1H6_P0DPK5_P62805_Q16777	H2AC20_H2BW2_H3Y2_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	P0C1H6_P0DPK5_P62805_Q6FI13	H2AC18_H2BW2_H3Y2_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	P0C1H6_P0DPK5_P62805_Q71UI9	H2AZ2_H2BW2_H3Y2_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	P0C1H6_P0DPK5_P62805_Q7L7L0	H2AC25_H2BW2_H3Y2_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	P0C1H6_P0DPK5_P62805_Q8IUE6	H2AC21_H2BW2_H3Y2_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	P0C1H6_P0DPK5_P62805_Q93077	H2AC6_H2BW2_H3Y2_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	P0C1H6_P0DPK5_P62805_Q96KK5	H2AC12_H2BW2_H3Y2_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	P0C1H6_P0DPK5_P62805_Q96QV6	H2AC1_H2BW2_H3Y2_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	P0C1H6_P0DPK5_P62805_Q99878	H2AC14_H2BW2_H3Y2_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	P0C1H6_P0DPK5_P62805_Q9BTM1	H2AJ_H2BW2_H3Y2_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	P04908_P0C1H6_P62805_P68431	H2AC4_H2BW2_H3C11_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	P0C0S5_P0C1H6_P62805_P68431	H2AZ1_H2BW2_H3C11_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	P0C0S8_P0C1H6_P62805_P68431	H2AC15_H2BW2_H3C11_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	P0C1H6_P0C5Y9_P62805_P68431	H2AB1_H2BW2_H3C11_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	P0C1H6_P0C5Z0_P62805_P68431	H2AB3_H2BW2_H3C11_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	P0C1H6_P16104_P62805_P68431	H2AX_H2BW2_H3C11_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	P0C1H6_P20671_P62805_P68431	H2AC7_H2BW2_H3C11_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
